Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1223691,Closed,Internet,10/1/2013,6:00 PM,Street,Poston Pkwy & Grigs Rd,Highlands Ranch,CO,80126,Douglas,496388,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,sedan,,Black,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1244898,Closed,Internet,11/14/2014,12:00 AM,Street,Potter Creek Rd,New Enterprise,PA,16664,Bedford,527707,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,White,,,56,,,,,,Pickup Truck,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1246661,Closed,Internet,4/6/2015,7:00 PM,Street,Potter St & E Central Ave,Delaware,OH,43015,Delaware,530446,,,,,,Unknown,,,,,,Male,,,,,,15,,,,,,Male,,,White,,,,,,50-60,,,Pickup Truck,,Red,,Fought/Broke Free,Ran away; Refused,0,0,0,-1,0,
Attempted Abduction,1253857,Closed,Internet,8/25/2015,12:00 AM,Street,Powder Springs Rd SW & Pair Rd SW,Marietta,GA,30064,Cobb,542265,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Black,,,,,,20-30,,,Pickup Truck,,Blue,,Ignored/Refused,Ran away,0,0,0,0,-1,None
Attempted Abduction,1253602,Closed,Internet,8/24/2015,12:00 AM,School - Bus Stop,Powers Pkwy & Anne Ln,Maricopa,AZ,85138,Pinal,541852,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,Blue,,Ignored/Refused,Ran away,0,-1,0,0,-1,Waved
Attempted Abduction,1230093,Closed,Internet,3/10/2014,3:42 PM,Street,Preston St & Pershing Ct,Ridgefield Park,NJ,7660,Bergen,505815,,,,,,Unknown,,,,,,Unknown,,,,,,10,,,,,,Male,,,Black,,,,,,20-29,,,Sport Utility,,Blue,,Other,Suspects left in the vehicle after they approached the child,0,0,0,0,-1,Unknown
Attempted Abduction,1264559,Closed,Internet,3/14/2016,8:00 AM,Street,Prince St.,Berkeley,CA,94703,Alameda,557373,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,Green,,Ran Away,,0,0,0,0,-1,Waved
Attempted Abduction,1229884,Closed,Internet,3/17/2014,7:30 AM,Street,Prospect Pkwy & Afton Pkwy,Portsmouth,VA,23702,City of Portsmouth,505505,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Black,,,,,,40-59,,,Pickup Truck,,,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1250369,Closed,Internet,4/21/2015,12:00 AM,Outdoor - Open Area,Prospector Trail,Harker Heights,TX,76548,Bell,536460,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,28,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1204629,Closed,Internet,10/16/2012,12:00 AM,Athletic Field,Provinceline Rd & Drakes Corner Rd,Princeton,NJ,8540,Mercer,474280,,,,,,White,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1281940,Closed,Internet,11/10/2016,12:00 AM,Street,Puritan Rd & Cranberry Rd,Buzzards Bay,MA,2532,Barnstable,581263,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Unknown,,,18,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1200325,Closed,Internet,5/29/2012,7:40 AM,Trans Facility,Puritas Av & Rocky River Dr,Cleveland,OH,44135,Cuyahoga,469569,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Black,,,37,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1248060,Closed,Internet,5/4/2015,12:00 AM,School - Bus Stop,Putnam Ave,Barnstable,MA,2635,Cotuit,532925,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1229414,Closed,Internet,3/3/2014,4:15 PM,Street,Putnam Park Rd & Milwaukee Ave,Bethel,CT,6801,Fairfield,504840,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1227585,Closed,Internet,10/25/2013,12:00 AM,Street,Q St & Truxtun Ave,Bakersfield,CA,93301,Kern,502120,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,40-49,,,"Sedan, 4 door",,White,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1215614,Closed,Internet,4/30/2013,4:00 PM,Street,Queen Creek & Power Rd,Queen Creek,AZ,85142,Maricopa,486646,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1240016,Closed,Internet,11/2/2014,7:00 PM,Home - Residence,Quetzal St & Waxwing St,Corpus Christi,TX,78418,Nueces,520370,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1210269,Closed,Internet,1/29/2013,3:20 PM,Street,Radcliff Rd & Old Stone Rd,Bolingbrook,IL,60440,Will,480518,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,20,,,,,,Sport Utility,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1273497,Closed,Internet,7/27/2016,9:00 PM,Street,Railroad St,St. Johnsbury,VT,5819,Caledonia,570006,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,Unknown,,,44,,,,,,Van,,Green,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1219100,Closed,Internet,6/18/2013,12:00 AM,Street,Rainier Ave S & S Alaska St,Seattle,WA,98118,King,490668,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,31,,,,,,,,Silver,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1224262,Closed,Internet,10/12/2013,7:30 AM,School - Bus Stop,Randall Ave and Olmstead Ave,Bronx,NY,10473,New York City,497192,,,,,,Hispanic,,,,,,Female,,,,,,16,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Van,,White,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1227691,Closed,Internet,1/13/2014,5:00 PM,Street,Randolph St & Capitol Pkwy,Lincoln,NE,68510,Lancaster,502258,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Black,,,24,,,,,,"Sedan, 4 door",,Gray,,Ran Away,,0,0,0,0,-1,Talk
Attempted Abduction,1193963,Closed,Internet,4/30/2012,7:55 AM,Street,Rd 613 & Rd 800,Raymond,CA,93653,Madera,462598,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,45-55,,,"Sedan, 4 door",,,,Ignored/Refused,Ran Away,0,0,0,0,-1,None
Attempted Abduction,1265348,Closed,Internet,3/23/2016,3:00 PM,Auto / Vehicle,Redd St & Manchaca Rd,North Austin,TX,78745,Travis,558493,,,,,,Unknown,,,,,,Unknown,,,,,,4,,,,,,Male,,,White,,,51,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1207469,Closed,Internet,11/28/2012,12:00 AM,Street,Republic Av & Ohio St,Racine,WI,53405,Racine,477399,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,Unknown,,,,,,27-35,,,Sport Utility,,Gold,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1191868,Closed,Internet,3/20/2012,3:48 PM,Street,Revere Way,Galloway ,NJ,8205,Atlantic,460332,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Black,,Ran Away,,0,0,0,0,-1,Knew mother
Attempted Abduction,1252565,Closed,Internet,8/2/2015,11:15 AM,Street,Rich Ave,Erdenheim,PA,19038,Montgomery,540275,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,40-49,,,"Sedan, 4 door",,Tan,,Ignored/Refused,,0,0,-1,0,-1,Directions
Attempted Abduction,1275093,Closed,Internet,8/3/2016,12:00 AM,Street,Ridge Crossing,Augusta,GA,30907,Columbia,572212,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Black,,,,,,20-29,,,"Sedan, 4 door",,Gray,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1222703,Closed,Internet,8/23/2013,12:00 AM,Street,Ridge Rd & Pamela Dr,Silver Spring,PA,,Lancaster,495044,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,Male,,White,Hispanic,,,,,20-29,30-39,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1235948,Closed,Internet,7/29/2014,9:00 PM,Street,Ridgeland Ave,Oak Park,IL,60302,Cook,514395,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,21,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1277023,Closed,Internet,9/17/2016,4:30 PM,Street,River Hills Dr & Clark St,Burnsville,MN,55337,Dakota,574835,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,White,,,,,,60,,,Sport Utility,,Silver,,Ran Away,,0,0,0,0,-1,Questions
Attempted Abduction,1256522,Closed,Internet,10/15/2015,4:00 PM,Street,River Mountain Rd,Delaware,AR,72835,Logan,546001,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,White,,,27,,,,,,,,,,Released,,0,0,0,0,-1,Unknown
Attempted Abduction,1276538,Closed,Internet,8/25/2016,1:30 PM,Street,River St,Baltic,CT,6330,New London,574182,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,,,,40-49,,,Van,,White,,Ran Away,,0,-1,-1,0,-1,Parents sent; Games
Attempted Abduction,1276332,Closed,Internet,9/5/2016,2:00 PM,Street,Rivers Edge Dr,Minooka,IL,60447,Grundy,573919,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,35-40,,,,,,,Other,Children left the area,0,0,0,0,-1,Question; Bicycle
Attempted Abduction,1202005,Closed,Internet,8/24/2012,12:50 PM,Street,Riverside Dr. & Stockton Dr.,Northfield,IL,60093,Cook,471392,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,Female,,White,Unknown,,,,,45,Unknown,,"Sedan, 4 door",,Silver,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1284312,Closed,Internet,12/15/2016,4:30 PM,Recreational - Other,Riverside Ln & Cottage Circle Dr,Valencia,CA,91354,Los Angeles,584458,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,50-69,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1188431,Closed,Internet,2/1/2012,12:00 AM,Street,Riverwood Ave,Sarasota,FL,34231,Sarasota,456571,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,White,,,,,,20-30,,,Sport Utility,,White,,Ignored/Refused,,-1,0,0,0,0,
Attempted Abduction,1211784,Closed,Internet,2/6/2013,4:00 PM,Street,Roberts Rd & Marshall Rd,Sylvania,OH,43560,Lucas,482221,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,30-40,,,Van,,White,,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1260612,Closed,Internet,1/4/2016,12:00 AM,Street,Roberts St & Indiana Ave,Kansas City,MO,64124,Clay,551685,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Truck,,White,,Ignored/Refused,Broke free; Ran away,0,0,0,-1,0,
Attempted Abduction,1266029,Closed,Internet,3/29/2016,6:30 PM,Park,Robinson Lake Rd,Newnan,GA,30265,Coweta,559519,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,White,,,,,,Unknown,,,Truck,,white,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1261151,Closed,Internet,1/15/2016,12:00 AM,Playgrnd,Rock Prairie Rd,College Station,TX,77845,Brazos,552503,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-29,,,,,Black,,Other,The children reported the incident to school staff,0,0,0,0,-1,Question
Attempted Abduction,1257596,Closed,Internet,11/6/2015,12:00 AM,Street,Rockaway Ave & Hegeman Ave,Brooklyn,NY,11212,New York,547497,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ignored/Refused,Walked away,0,-1,0,0,-1,Basketballs; Conversation
Attempted Abduction,1210375,Closed,Internet,1/29/2013,12:00 AM,Street,Rocks Rd & Lafayette Rd,Seabrook,NH,3874,Rockingham,480640,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1261941,Closed,Internet,1/28/2016,5:40 PM,School - Bus Stop,Rogers Ave & Albemarle Rd,Brooklyn,NY,11226,New York,553631,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Black,,,,,,40,,,Van,,Gray,,Ignored/Refused,Ran away,0,0,0,-1,0,
Attempted Abduction,1220763,Closed,Internet,7/10/2013,12:00 AM,Street,Rosario Dr & Valentin Dr,Summerville,SC,29483,Dorchester,492633,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,34-39,,,Pickup Truck,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1193432,Closed,Internet,4/12/2012,7:30 AM,Street,Roscoe Blvd,Sun Valley,CA,91352,Los Angeles,462014,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,25-40,,,,,Red,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1224987,Closed,Internet,10/24/2013,12:00 AM,School - Bus Stop,Rosehill Rd & Bartlett Rd,Reynoldsburg,OH,43068,Franklin,498333,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Black,,,23,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1266283,Closed,Internet,4/6/2016,12:00 AM,Street,Ross Rd & Pearce Ln,Austin,TX,78617,Travis,559871,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1229354,Closed,Internet,2/4/2014,11:23 PM,Home - Residence,Rouen Ave & Drum St,Winter Park,FL,32789,Orlando,504772,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1247174,Closed,Internet,4/10/2015,5:00 PM,Street,Round Hill Ct,Edgewood,KY,41017,Kenton,531297,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ignored/Refused,The child told the suspect to leave or she would call the police,0,0,0,-1,-1,Parents sent
Attempted Abduction,1204430,Closed,Internet,10/5/2012,12:00 AM,Home - Residence,Route 204 & Milnor Rd,Pickerington,OH,43147,Fairfield,474058,,,,,,Unknown,,,,,,Male,,,,,,4,,,,,,Male,Male,,White,White,,,,,Unknown,14-19,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1241919,Closed,Internet,12/10/2014,2:50 PM,Home - Residence,Route 304,Bardonia,NY,10954,Rockland,523241,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,Black,,,,,,Unknown,,,Van,,Red,,Ignored/Refused,,0,0,0,0,-1,Asked questions
Attempted Abduction,1193737,Closed,Internet,4/23/2012,5:00 PM,Street,Route 6,Towanda,PA,18848,Bradford,462345,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Biracial,,,,,,50,,,,,Silver,,Fought/Broke Free,Ran Away,0,0,0,0,-1,Conversation
Attempted Abduction,1285535,Closed,Internet,6/2/2016,4:50 PM,Outdoor - Open Area,Route 800,Mineral City,OH,44663,Tuscarawas,585989,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Black,,,31,,,,,,,,,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1223638,Closed,Internet,10/2/2013,8:00 AM,School - Bus Stop,Rt 17,Carrollton,VA,23314,Isle of Wight,496319,,,,,,White,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,40-59,,,"Sedan, 2 door",,White,,Released,,0,0,0,0,-1,Unknown
Attempted Abduction,1286040,Closed,Internet,12/15/2016,6:15 PM,Restaurant,Rt 206,Princeton,NJ,8540,Mercer,586633,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,White,,,39,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1249499,Closed,Internet,6/3/2015,12:00 AM,Street,Rte 46 & Netcong Rd,Budd Lake,NJ,7828,Morris,535100,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,25,,,,,,Pickup Truck,,Silver,,Ignored/Refused,Walked away,0,0,0,-1,0,
Attempted Abduction,1191937,Closed,Internet,3/27/2012,12:00 AM,Street,Rte 817,St. Albans,WV,25177,Kanawha,460405,,,,,,Unknown,,,,,,Female,,,,,,18,,,,,,Male,,,Unknown,,,,,,50-69,,,Van,,White,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1201210,Closed,Internet,8/20/2012,12:00 AM,Home - Residence,Ruebush Rd & Highland Rd,Dublin,VA,24084,Pulaski,470539,,,,,,Unknown,,,,,,Male,,,,,,8,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Green,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1230754,Closed,Internet,4/3/2014,9:10 PM,Street,Running Deer Pkwy & Moccasin Trail,Woodstock,GA,30189,Cherokee,506794,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,25-35,,,,,,,Other,Child called 911 for assistance,0,0,0,0,-1,None
Attempted Abduction,1248806,Closed,Internet,5/22/2015,3:30 PM,Street,Russell St & Lake St,Nashua,NH,3060,Hillsborough,534038,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,,,,30-39,,,,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1260531,Closed,Internet,1/5/2016,12:00 AM,School - Bus Stop,Russo St & Social St,Providence,RI,2904,Providence,551573,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Hispanic,,,33,,,,,,,,White,,Other,Walked away,0,0,0,0,-1,None
Attempted Abduction,1265663,Closed,Internet,3/30/2016,5:00 PM,Street,Ruth St & Francesca St,Corpus Christi,TX,78405,Nueces,559019,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,Black,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1281326,Closed,Internet,10/17/2016,12:00 AM,Street,S 11th Ave & W Buckeye Rd,Phoenix,AZ,85007,Maricopa,580461,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,47,,,,,,,,,,Other,The suspect fled,0,0,0,0,-1,Waved
Attempted Abduction,1276142,Closed,Internet,8/12/2016,12:00 AM,Park,S 144th St & Q St,Omaha,NE,68137,Douglas,573671,,,,,,White,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Black,,Ran Away,,0,0,0,-1,-1,Question
Attempted Abduction,1245123,Closed,Internet,2/26/2015,12:00 AM,Home - Residence,S 1475 W & W 2150 S,Syracuse,UT,84075,Davis,528065,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,Tan,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1266309,Closed,Internet,4/4/2016,12:00 AM,Street,S 151st St & Giles Rd,Omaha,NE,68138,Sarpy,559906,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1205274,Closed,Internet,10/22/2012,8:20 AM,Street,S 2end Av & Mather  St,Brighton,CO,80601,Adams,474994,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1269895,Closed,Internet,5/25/2016,6:30 PM,Street,S 2nd St & Pine St,Sunbury,PA,17801,Northumberland,564922,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,30-49,,,Van,,Blue,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1258845,Closed,Internet,12/2/2015,12:00 AM,School - Bus Stop,S 58th St & Springfield Ave,Philadelphia,PA,19143,Philadelphia,549245,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,Unknown,,,,,,20-29,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Parents sent
Attempted Abduction,1211709,Closed,Internet,2/26/2013,12:00 AM,Street,S 600 W & W 200 S,Salt Lake City,UT,84101,Salt Lake City,482118,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,18-20,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1253872,Closed,Internet,8/24/2015,12:00 AM,Street,S 61st St W,Muskogee,OK,74401,Muskogee,542282,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,Male,,White,Unknown,,,,,30-40,Unknown,,,,White,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1192081,Closed,Internet,3/20/2012,12:00 AM,Street,S 6th St & Sycamore St,Hamilton,OH,45011,Butler,460567,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,White,,,26,,,,,,"Sedan, 4 door",,Black,,Unknown,,0,0,-1,0,0,
Attempted Abduction,1263614,Closed,Internet,2/29/2016,12:00 AM,Street,S 7th Ave,Walla Walla,WA,99362,Walla Walla,556085,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Hispanic,,,,,,40-45,,,Van,,Silver,,Ignored/Refused,,0,0,0,-1,-1,Conversation; Parents Sent
Attempted Abduction,1255365,Closed,Internet,9/29/2015,3:30 PM,Street,S 7th St,Abilene,TX,79605,Taylor,544461,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,"Sedan, 4 door",,Maroon,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1229380,Closed,Internet,3/5/2014,4:00 PM,Street,S 9th St & Frances St,Omaha,NE,68108,Douglas,504800,,,,,,White,,,,,,Female,,,,,,8,,,,,,Male,,,Hispanic,,,19,,,,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1285546,Closed,Internet,12/25/2016,11:08 AM,Retail - Food/Conv/Gas,S Anderson Rd,Rock Hill,SC,29745,York,586000,,,,,,Unknown,,,,,,Female,,,,,,4,,,,,,Male,,,White,,,46,,,,,,Pickup Truck,,,,None,,0,0,0,0,-1,None
Attempted Abduction,1241744,Closed,Internet,12/8/2014,6:15 PM,Street,S Arthur St & Webb Ave,El Dorado,KS,67042,Butler,523002,,,,,,Unknown,,,,,,Male,,,,,,14,,,,,,Male,,,White,,,,,,50-59,,,Van,,White,,Other,The child left the area,0,0,0,0,-1,Lie regarding child's father
Attempted Abduction,1256086,Closed,Internet,10/8/2015,10:00 AM,School - Bus Stop,S California St & W Pecos Rd,Chandler,AZ,85225,Maricopa,545421,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-39,,,,,,,Other,The suspect fled on foot,0,0,0,0,-1,None
Attempted Abduction,1277108,Closed,Internet,9/14/2016,11:50 AM,Street,S Calkey St & E Boarder St,Diamond,IL,60416,Grundy,574943,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,Van,,Gray,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1210353,Closed,Internet,1/25/2013,6:45 AM,Street,S Carpenter Rd & Laurel Rd,Brunswick,OH,44212,Medina,480613,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,45,,,Pickup Truck,,"Green, Dark",,Ignored/Refused,,0,0,0,-1,0,
Attempted Abduction,1245196,Closed,Internet,3/9/2015,1:09 PM,Street,S Chamberlain Blvd & Bushnell Ave,North Port,FL,34286,Sarasota,528182,,,,,,White,,,,,,Female,,,,,,17,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1211711,Closed,Internet,12/17/2012,12:00 AM,Street,S Crestline St & E 39th Av,Spokane,WA,99203,Spokane,482121,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,30-39,,,Sport Utility,,Dark,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1279552,Closed,Internet,10/18/2016,3:10 PM,Street,S Dillingham Ave & Patrick St,Kissimmee,FL,34741,Osceola,578074,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 2 door",,Black,,Fought/Broke Free,Ran away,0,-1,-1,0,-1,Prize
Attempted Abduction,1254934,Closed,Internet,9/14/2015,12:00 AM,Street,S Division Ave & Cedar St,Fremont,MI,49412,Newaygo,543867,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,White,,,,,,40-70,,,,,,,Unknown,,0,0,0,-1,0,
Attempted Abduction,1232159,Closed,Internet,1/8/2013,4:00 PM,Street,S Elm Ave & E 138th Pl,Glenpool,OK,74033,Tulsa,508868,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,Biracial,,,,,,Unknown,,,Sport Utility,,White,,Released,,0,0,0,0,-1,Unknown
