Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1221634,Closed,Internet,8/15/2013,12:00 AM,Street,S Euclid Ave & E Hotchkiss Rd,Bay City,MI,48706,Bay,493712,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-30,,,,,Black,,Fought/Broke Free,,0,0,0,0,-1,Unknown
Attempted Abduction,1267026,Closed,Internet,4/20/2016,12:00 AM,Park,S Ferdon Blvd,Crestview,FL,32536,Okaloosa,560880,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,58,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1275707,Closed,Internet,8/23/2016,8:00 PM,Street,S Findlay St,Seattle,WA,98108,King,573082,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Asian,,,,,,50-59,,,Sport Utility,,Black,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1252610,Closed,Internet,8/3/2015,7:00 PM,Park,S Fourth Ave and W Pine St,Sequim,WA,98382,Clallam,540343,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1211038,Closed,Internet,2/5/2013,3:30 PM,Street,S Garnd Blvd & E 30th Av,Spokane,WA,99203,Spokane,481379,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,,,,17-24,,,"Sedan, 4 door",,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1246140,Closed,Internet,3/23/2015,12:00 AM,Street,S General McMullen Dr & Weir Ave,San Antonio,TX,78226,Bexar,529619,,,,,,Unknown,,,,,,Female,,,,,,14-17,,,,,,Male,,,White,,,29,,,,,,,,,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1218798,Closed,Internet,6/10/2013,12:00 AM,Street,S Grape St & Monroe St,Medford,OR,97501,Jackson,490330,,,,,,Unknown,,,,,,Male,,,,,,5,,,,,,Male,,,White,,,47,,,,,,"Sedan, 2 door",,Orange,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1263874,Closed,Internet,3/1/2016,12:00 AM,School - Bus Stop,S Jones Blvd & W Silverado Ranch Blvd,Las Vegas,NV,89139,Clark,556435,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,,,,35-39,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1247921,Closed,Internet,4/30/2015,7:00 PM,Street,S Kossuth St & E Grant St,Osceola,IA,50213,Clarke,532714,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Female,,,White,,,,,,50-59,,,"Sedan, 4 door",,Yellow,,Unknown,,0,-1,0,0,0,
Attempted Abduction,1221633,Closed,Internet,8/19/2013,12:00 AM,Street,S Lafayette St & W Reynolds St,Newton,IL,62448,Jasper,493711,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,,,,Unknown,,,Van,,White,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1204159,Closed,Internet,9/28/2012,8:34 PM,Street,S Lincoln St & 28th St,Bay City,MI,48708,Bay,473785,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Dark,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1262024,Closed,Internet,10/21/2015,12:00 AM,Street,S Locust Grove Rd & E Lake Creek St,Meridian,ID,83642,Ada,553732,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,26,,,,,,,,White,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1251120,Closed,Internet,7/1/2015,5:05 PM,Street,S Main St,Chambersburg,PA,17201,Franklin,537773,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,White,,,81,,,,,,,,,,Other,Walked to a busier area,0,0,0,0,-1,Food/Drink; Questions
Attempted Abduction,1207459,Closed,Internet,11/24/2012,12:00 AM,Retail - Other,S Main St & Hyatt Creek,Waynesville,NC,28786,Haywood,477388,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,48,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1189294,Closed,Internet,2/14/2012,12:00 AM,School - Bus Stop,S Nebraska St & W 8th St,Marion,IN,46953,Grant,457499,,,,,,White,,,,,,Female,,,,,,18,,,,,,Male,,,White,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1200883,Closed,Internet,8/14/2012,12:00 AM,Street,S Parkway & Horace  St,Memphis,TN,38106,Shelby,470176,,,,,,Black,,,,,,Female,,,,,,17,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1261259,Closed,Internet,1/14/2016,7:50 AM,Street,S Paulina St & W 36th St,Chicago,IL,60609,Cook,552648,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,35-40,,,,,,,Other,Suspect walked away,0,0,0,0,-1,None
Attempted Abduction,1269712,Closed,Internet,6/2/2016,3:30 PM,Street,S Platinum Ave & E Apple St,Deming,NM,88030,Luna,564691,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,Unknown,,,,,,Unknown,,,Motorcycle,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1257586,Closed,Internet,11/5/2015,6:00 PM,Religious Facility,S Portage St,Doylestown,OH,44230,Wayne,547483,,,,,,White,,,,,,Female,,,,,,8,,,,,,Male,,,White,,,45,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1257696,Closed,Internet,10/1/2015,12:00 AM,School - Facility,S Prairie Ave & W 17th St,Sioux Falls,SD,57104,Minnehaha,547614,,,,,,Unknown,,,,,,Male,,,,,,6,,,,,,Male,,,Unknown,,,26,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Waved; Impersonation
Attempted Abduction,1264127,Closed,Internet,3/5/2016,7:40 AM,Park,S Recker Rd & E Williams Field Rd,Gilbert,AZ,85295,Maricopa,556775,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,46,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1250312,Closed,Internet,6/18/2015,8:00 AM,Street,S Rhodes Ave & E 60th St,Chicago,IL,60637,Cook,536380,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,Female,,Black,Black,,,,,35,30,,,,,,Ignored/Refused,Walked away,0,0,0,-1,0,
Attempted Abduction,1277355,Closed,Internet,9/21/2016,9:30 PM,Parking Lot/Garage,S Ridgewood Ave & Shady Pl,Daytona Beach,FL,32114,Volusia,575263,,,,,,Black,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,40-49,,,"Sedan, 4 door",,Red,,Adult/Child Intervened,,0,0,-1,0,0,
Attempted Abduction,1220914,Closed,Internet,8/5/2013,12:00 AM,Home - Residence,S Rock St & W Plum St,Centralia,WA,98531,Lewis,492816,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Male,,,White,,,48,,,,,,,,,,Ran Away,,-1,0,0,0,0,
Attempted Abduction,1276616,Closed,Internet,9/7/2016,7:38 PM,Street,S Rockwell St & W 61st St,Chicago,IL,60629,Cook,574288,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Black,,,,,,30-35,,,,,,,Other,The subject fled the area on foot,0,0,0,0,-1,None
Attempted Abduction,1278718,Closed,Internet,10/9/2016,12:00 AM,Street,S Roosevelt Ave & Powell Ave,Bexley,OH,43209,Franklin,577037,,,,,,White,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ignored/Refused,Ran away; Adult intervened,0,-1,0,0,0,
Attempted Abduction,1225312,Closed,Internet,10/28/2013,3:30 PM,Street,S San Gabriel Blvd & E Broadway,San Gabriel,CA,91776,Los Angeles,498807,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,White,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1259941,Closed,Internet,12/9/2015,12:00 AM,School - Bus Stop,S Sheridan Dr & Marquette Ave,Muskegon,MI,49442,Muskegon,550749,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Female,,,White,,,,,,Unknown,,,Van,,White,,Adult/Child Intervened,,0,-1,0,0,0,
Attempted Abduction,1191675,Closed,Internet,3/27/2012,5:45 PM,Street,S Woodland Blvd & E New Hampshire Ave,DeLand,FL,32720,Volusia,460121,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,White,,,,,,30-35,,,,,Green,,Ignored/Refused,Ran Away,0,0,0,0,-1,None
Attempted Abduction,1246931,Closed,Internet,3/23/2015,9:30 AM,Street,Sagebrush Dr,Antioch,CA,94531,Contra Costa,530924,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,21,,,,,,"Sedan, 4 door",,White,,Fought/Broke Free,The child also ran away,0,0,0,-1,0,
Attempted Abduction,1266308,Closed,Internet,4/8/2016,3:40 PM,Street,Sam Houston Dr & Marks Cir,Lebanon,TN,37087,Wilson,559904,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-60,,,"Sedan, 4 door",,Gray,,Ignored/Refused,,0,0,0,0,-1,Directions; Questions
Attempted Abduction,1284319,Closed,Internet,12/17/2016,12:00 AM,Restaurant,San Pablo Ave,El Cerrito,CA,94530,Contra Costa,584465,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,,,,50-59,,,Sport Utility,,,,Other,The child immediately left the area,0,0,0,0,-1,None
Attempted Abduction,1262706,Closed,Internet,2/2/2016,3:30 PM,Street,Sand Hill Rd & LaSalle Dr,Essex,VT,5452,Chittenden,554721,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,Female,,Unknown,Unknown,,,,,18-23,Unknown,,Van,,,Red,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1200379,Closed,Internet,8/8/2012,12:00 AM,Street,Sappington Rd & Nancy Carol Ln,Glendale,MO,63122,St. Louis,469630,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,40-49,,,Pickup Truck,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1271357,Closed,Internet,6/9/2016,7:25 AM,Street,Saulty Dr & Muddy Harbor Square,Sterling,VA,20165,Loudoun,567007,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Unknown,,,,,,30-40,,,,,,,Ran Away,Screamed,0,0,0,0,-1,Question
Attempted Abduction,1282698,Closed,Internet,11/28/2016,4:00 PM,Street,Saunders Ave,San Anselmo,CA,94960,Marin,582313,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,White,,Ran Away,,0,0,0,0,-1,Directions
Attempted Abduction,1211111,Closed,Internet,11/1/2012,12:00 AM,Street,Schaffer St & Lewis Av,Dyersburg,TN,38024,Dyer,481456,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,20,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1190891,Closed,Internet,2/23/2012,5:20 AM,Street,School Ln & Forrest Ave,Drexel Hill,PA,19026,Delaware,459279,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,White,,,,,,50-59,,,Van,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1266284,Closed,Internet,4/5/2016,12:00 AM,Street,School St & Edgewood Dr,Silver Lake,WI,53170,Kenosha,559872,,,,,,Unknown,,,,,,Male,,,,,,7,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,White,,Ignored/Refused,Ran away,0,0,0,-1,0,
Attempted Abduction,1258737,Closed,Internet,11/23/2015,3:20 PM,School - Bus Stop,Schwab Dr,Parma,OH,44130,Cuyahoga,549107,,,,,,Unknown,,,,,,Female,,,,,,14,,,,,,Male,,,White,,,,,,30,,,"Sedan, 4 door",,Red,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1273422,Closed,Internet,7/25/2016,5:00 PM,Street,Scott Ave,Winnetka,IL,60093,Cook,569882,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,Unknown,,,,,,25-45,,,Sport Utility,,Black,,Ignored/Refused,,0,0,0,-1,-1,Questions
Attempted Abduction,1277843,Closed,Internet,9/18/2016,12:00 AM,Street,SE 14th St & E Park Ave,Des Moines,IA,50320,Polk,575900,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,White,,,32,,,,,,,,White,,Ran Away,Adult intervened,0,0,0,0,-1,Questions
Attempted Abduction,1244351,Closed,Internet,2/12/2015,8:45 AM,Street,SE 17th Ave & SE Umatilla St,Portland,OR,97202,Multnomah,526842,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Unknown,Male,,Unknown,White,,,,,Unknown,Unknown,,Van,,White,,Ignored/Refused,The child also ran away,0,0,0,0,-1,Question
Attempted Abduction,1192937,Closed,Internet,4/6/2012,9:00 PM,Street,SE Church Rd & S Cobb Dr,Smyrna,GA,30080,Cobb,461481,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Black,,,27,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1204936,Closed,Internet,8/6/2012,6:30 PM,Home - Residence,SE Lafayette St & SE 169th Pl,Portland,OR,97236,Multnomah,474602,,,,,,Black,,,,,,Female,,,,,,6,,,,,,Male,,,Unknown,,,17,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,0,None
Attempted Abduction,1260468,Closed,Internet,1/2/2016,9:00 PM,Street,Seaview Ave & Grant St,Bridgeport,CT,6610,Fairfield,551489,,,,,,Unknown,,,,,,Female,,,,,,15,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,Burgundy,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1262053,Closed,Internet,12/8/2015,3:45 PM,Street,Second Ave & Jeanette St,Albany,NY,12209,Albany,553776,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,Black,,,31,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1262060,Closed,Internet,2/1/2016,4:00 PM,Street,Second Ave & Putnam St,Albany,NY,12202,Albany,553781,,,,,,Unknown,,,,,,Female,,,,,,3,,,,,,Male,,,Black,,,31,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1230064,Closed,Internet,3/19/2014,6:30 AM,School - Bus Stop,Shadow Ln & Bahamas Ave,Temple Terrace,FL,33617,Hillsborough,505771,,,,,,Unknown,,,,,,Male,,,,,,16,,,,,,Male,,,Black,,,,,,40-50,,,Pickup Truck,,White,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1280505,Closed,Internet,10/27/2016,12:00 AM,Street,Shamrock Ln & St. Williams Ln,St. Ann,MO,63074,St. Louis,579428,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Black,,,,,,15-25,,,,,Gray,,Ignored/Refused,Ran away,0,-1,0,0,0,
Attempted Abduction,1227260,Closed,Internet,12/18/2013,3:30 PM,School - Bus Stop,Shelley Lynn Dr & Morewood Rd,Fairlawn,OH,44333,Summit,501640,,,,,,Unknown,,,,,,Male,,,,,,Unknown,,,,,,Male,,,White,,,,,,30-39,,,,,White,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1219098,Closed,Internet,6/20/2013,3:30 PM,Street,Sherman St & 71st St,Houston,TX,77011,Harris,490664,,,,,,Hispanic,,,,,,Female,,,,,,12,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Unknown
Attempted Abduction,1232866,Closed,Internet,5/22/2014,6:30 PM,Park,Shiver Rd & Ray White Rd,Fort Worth,TX,76244,Tarrant,509933,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,Tan,,Ignored/Refused,Ran away,0,0,0,0,-1,None
Attempted Abduction,1198902,Closed,Internet,7/9/2012,12:00 AM,Park,Shore Av & West Av,Salem,MA,1970,Essex,468005,,,,,,Unknown,,,,,,Unknown,,,,,,6,,,,,,Male,Male,,Unknown,Unknown,,,,,Unknown,20-25,,,,Tan,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1210217,Closed,Internet,1/30/2013,7:00 PM,Street,Silver St & N Prospect St,Marion,OH,43302,Marion,480453,,,,,,Unknown,,,,,,Unknown,,,,,,1,,,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1205325,Closed,Internet,10/16/2012,3:45 PM,Street,Singer Rd & Rutledge Rd,New Freedom,PA,17349,York,475050,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,,,White,,,,,,40-50,,,,,Red,,Ran Away,,0,-1,0,-1,0,
Attempted Abduction,1256703,Closed,Internet,10/20/2015,4:05 PM,Home - Residence,Sipe Rd & Chapman Ln,Taylorsville,NC,28681,Alexander,546255,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1279608,Closed,Internet,10/19/2016,3:45 PM,Street,Skyline Dr,Daly City,CA,94015,San Mateo,578269,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,White,,,,,,20-29,,,,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,None
Attempted Abduction,1253932,Closed,Internet,8/27/2015,8:48 PM,Recreational - Amusement Park,Snelling Ave & Arlington Ave W,St. Paul,MN,55108,Ramsey,542357,,,,,,Unknown,,,,,,Female,,,,,,17,,,,,,Male,,,Black,,,,,,20-25,,,"Sedan, 4 door",,Black,,Ignored/Refused,Sprayed the suspect in the face w/Mace; Ran away,0,0,0,0,-1,"Comments; ""Good time"""
Attempted Abduction,1258457,Closed,Internet,11/11/2015,12:30 PM,Auto / Vehicle,Snow Ave & E Gonzales Rd,Oxnard,CA,93030,Ventura,548689,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Asian,,,20,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1272221,Closed,Internet,7/7/2016,12:30 PM,Street,Sommer Ave,Maplewood,NJ,7040,Essex,568170,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,,,,Unknown,,,Van,,Red,,Other,The child left the area,0,0,0,0,-1,Questions
Attempted Abduction,1257790,Closed,Internet,10/29/2015,12:00 AM,Street,South 3rd St & Allen St,Hudson,NY,12534,Columbia,547740,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Black,,,53,,,,,,,,,,Ran Away,The child threw a brick at the suspect's vehicle,0,0,0,0,-1,Unknown
Attempted Abduction,1216080,Closed,Internet,2/27/2013,12:00 AM,School - Bus Stop,South Mission Rd & Winterhaven Rd,Fallbrook,CA,92028,San Diego,487161,,,,,,Unknown,,,,,,Female,,,,,,16,,,,,,Male,,,White,,,26,,,,,,,,White,,None,,0,0,0,0,-1,None
Attempted Abduction,1275711,Closed,Internet,8/27/2016,6:00 AM,Street,South Park Ave & Alabama St,Buffalo,NY,14204,Erie,573086,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Black,,,48,,,,,,Truck,,,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1256892,Closed,Internet,10/22/2015,3:10 PM,School - Bus Stop,South St & Lantern Ln,Randolph,MA,2368,Norfolk,546503,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,507,,,,,,,Fought/Broke Free,Suspect ran away,0,0,0,0,-1,Conversation
Attempted Abduction,1192090,Closed,Internet,4/4/2012,8:00 AM,Street,Southeast Avenue & Florence Avenue,Vineland,NJ,8360,Cumberland,460579,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Unknown,,,,,,Unknown,,,,,Black,,Ignored/Refused,,0,0,0,0,-1,Conversation
Attempted Abduction,1198574,Closed,Internet,6/11/2012,12:00 AM,Street,Southern Av & San Juan Av,South Gate,CA,90280,Los Angeles,467643,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Hispanic,,,,,,40-49,,,Sport Utility,,White,,Ran Away,,0,0,0,0,-1,Talk about something
Attempted Abduction,1259708,Closed,Internet,12/15/2015,12:00 AM,Street,Southview Dr & Lamont Dr,Lexington,KY,40503,Fayette,550424,,,,,,Unknown,,,,,,Male,,,,,,11,,,,,,Male,,,Unknown,,,,,,Unknown,,,Truck,,Red,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1283548,Closed,Internet,12/6/2016,4:30 PM,Street,Southwood Dr & Sherfield Pl,Southfield,MI,48075,Oakland,583410,,,,,,Unknown,,,,,,Male,,,,,,12,,,,,,Male,Male,,White,White,,,,,Unknown,40-49,,Pickup Truck,,Black,,Ignored/Refused,Fought/Broke free,0,0,0,0,-1,None
Attempted Abduction,1219601,Closed,Internet,6/1/2013,12:00 AM,Street,Spoon Ave & Huntington Ave,Madison Heights,MI,48071,Oakland,491256,,,,,,Unknown,,,,,,Female,,,,,,9,,,,,,Unknown,Male,,Unknown,White,,,,,Unknown,30-39,,"Sedan, 2 door",,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1245981,Closed,Internet,3/25/2015,1:15 PM,Street,Spring St,Brunswick,ME,4011,Cumberland,529403,,,,,,White,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,,,,25,,,,,,,Ignored/Refused,The child also ran home,0,0,0,0,-1,Conversation
Attempted Abduction,1272761,Closed,Internet,7/14/2016,8:25 PM,Street,Spring St,Peekskill,NY,10566,Westchester,568965,,,,,,Unknown,,,,,,Male,,,,,,13,,,,,,Male,Male,,White,White,,,,,40-50,20-29,,Van,,White,,Ran Away,,0,-1,0,-1,-1,Question
Attempted Abduction,1254876,Closed,Internet,9/19/2015,4:20 PM,Street,Spruce St,Winchester,MA,1890,Middlesex,543777,,,,,,Unknown,,,,,,Female,,,,,,10,,,,,,Male,,,White,,,36,,,,,,,,,,Fought/Broke Free,Ran away,0,0,0,0,-1,Question
Attempted Abduction,1262734,Closed,Internet,2/7/2016,12:00 AM,Park,SR-51 & E Cactus Rd,Phoenix,AZ,85032,Maricopa,554756,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,31,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1230069,Closed,Internet,3/20/2014,7:15 AM,School - Bus Stop,St Charles Rock Rd & Gordon Ave,Breckenridge Hills,MO,63114,St Louis,505780,,,,,,Unknown,,,,,,Female,,,,,,13,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1280052,Closed,Internet,10/25/2016,7:30 AM,School - Bus Stop,St. Mary's Lane & N Kirkwood Rd,Houston,TX,77079,Harris,578849,,,,,,Unknown,,,,,,Female,,,,,,Unknown,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Sport Utility,,,,Ran Away,,0,0,0,-1,0,
Attempted Abduction,1250361,Closed,Internet,6/5/2015,12:00 AM,Home - Residence,Stamps Shady Grove Rd,Monterey,TN,38574,Putnam,536444,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,Unknown,,,Convertible,,White,,Adult/Child Intervened,,0,0,0,-1,-1,Question
Attempted Abduction,1204387,Closed,Internet,10/5/2012,3:10 PM,Street,Stanbridge St and Airy St,Norristown,PA,19401,Montgomery,474017,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,,,White,,,,,,20-30,,,,,Silver,,Ran Away,,0,0,0,0,-1,Sex
Attempted Abduction,1248493,Closed,Internet,5/14/2015,12:00 AM,School - Bus Stop,Stanley Ave & E Yoke St,Indianapolis,IN,46203,Marion,533562,,,,,,White,,,,,,Male,,,,,,12,,,,,,Male,,,White,,,,,,25-35,,,,,Green,,Ignored/Refused,Broke free; Ran away,0,-1,0,0,0,
Attempted Abduction,1244029,Closed,Internet,1/16/2015,2:38 PM,Street,Stanwick Dr & Ruanda Rd,Beavercreek,OH,45430,Greene,526349,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Unknown,Unknown,Male,Unknown,Unknown,White,,,,Unknown,,Unknown,"Sedan, 4 door",,,,Ignored/Refused,,0,-1,0,0,0,
Attempted Abduction,1227711,Closed,Internet,1/18/2014,10:15 AM,Park,Star Park Cir - Star Park,Coronado,CA,92118,San Diego,502280,,,,,,Unknown,,,,,,Female,,,,,,8,,,,,,Male,,,Hispanic,,,,,,Unknown,,,Van,,Red,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1276873,Closed,Internet,9/12/2016,12:00 AM,School - Bus Stop,Starin Ave & Marjorie Dr,Tonawanda,NY,14223,Erie,574619,,,,,,Unknown,,,,,,Female,,,,,,6,,,,,,Male,,,White,,,,,,Unknown,,,,,Blue,,Other,Subject drove away,0,0,0,0,-1,None
Attempted Abduction,1224812,Closed,Internet,10/15/2013,12:00 AM,Home - Residence,State Hwy Z,St Robert,MO,65584,Pulaski,498068,,,,,,Unknown,,,,,,Female,,,,,,12,,,,,,Male,Male,,White,White,,34,31,,,,,,,,,Ignored/Refused,,0,0,0,0,-1,Sex
Attempted Abduction,1263291,Closed,Internet,1/27/2016,12:00 AM,School - Bus Stop,Staytonville Rd,Greenwood,DE,19950,Sussex,555630,,,,,,Unknown,,,,,,Unknown,,,,,,Unknown,,,,,,Male,,,Unknown,,,,,,40-49,,,,,White,,Unknown,,0,0,0,-1,-1,Question
Attempted Abduction,1206559,Closed,Internet,11/20/2012,4:00 PM,Street,Stephens Ln & Andre Av,Tappan,NY,10983,Rockland,476397,,,,,,Unknown,,,,,,Male,,,,,,9,,,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1253277,Closed,Internet,8/17/2015,1:47 PM,Street,Stiles Ave NW,Warren,OH,44485,Trumbull,541351,,,,,,Unknown,,,,,,Female,,,,,,11,,,,,,Male,,,White,,,59,,,,,,,,,,Ran Away,,0,0,0,0,-1,Compliment
